日期/时间,睡眠分析 [Total] (hr),静息心率 (count/min)
2025-08-14 00:00:00,4.25,45.0
2025-08-15 00:00:00,7.800000000000001,56.0
2025-08-16 00:00:00,6.841666666666666,66.0
2025-08-17 00:00:00,4.091666666666667,55.0
2025-08-18 00:00:00,6.208333333333333,54.0
2025-08-19 00:00:00,6.216666666666667,55.0
2025-08-20 00:00:00,5.491666666666666,70.0
2025-08-21 00:00:00,9.316666666666666,59.0
2025-08-22 00:00:00,6.699999999999999,56.0
2025-08-23 00:00:00,5.541666666666667,52.0
2025-08-24 00:00:00,5.783333333333333,46.0
2025-08-25 00:00:00,5.324999999999999,49.0
2025-08-26 00:00:00,6.991666666666665,52.0
2025-08-27 00:00:00,6.274999999999999,53.0
2025-08-28 00:00:00,8.933333333333334,49.0
2025-08-29 00:00:00,7.916666666666667,48.0
2025-08-30 00:00:00,5.65,49.0
2025-08-31 00:00:00,8.524999999999999,47.0
2025-09-01 00:00:00,7.475,50.0
2025-09-02 00:00:00,5.8,55.0
2025-09-03 00:00:00,6.1,45.0
2025-09-04 00:00:00,9.858333333333334,52.0
2025-09-05 00:00:00,6.15,52.0
2025-09-06 00:00:00,5.775,52.0
2025-09-07 00:00:00,8.341666666666667,55.0
2025-09-08 00:00:00,6.825000000000001,60.0
2025-09-09 00:00:00,6.049999999999999,52.0
2025-09-10 00:00:00,7.275,53.0
2025-09-11 00:00:00,7.808333333333332,49.0
2025-09-12 00:00:00,6.991666666666667,55.0
2025-09-13 00:00:00,7.008333333333334,46.0
2025-09-14 00:00:00,6.475,50.0
2025-09-15 00:00:00,5.75,58.0
2025-09-16 00:00:00,5.4,53.0
2025-09-17 00:00:00,6.966666666666667,60.0
2025-09-18 00:00:00,6.433333333333334,58.0
2025-09-19 00:00:00,6.258333333333333,63.0
2025-09-20 00:00:00,6.191666666666666,52.0
2025-09-21 00:00:00,7.416666666666666,49.0
2025-09-22 00:00:00,6.733333333333334,64.0
2025-09-23 00:00:00,5.766666666666666,53.0
2025-09-24 00:00:00,5.475,64.0
2025-09-25 00:00:00,7.666666666666666,54.0
2025-09-26 00:00:00,6.841666666666668,63.0
2025-09-27 00:00:00,7.191666666666666,57.0
2025-09-28 00:00:00,6.700000000000001,50.0
2025-09-29 00:00:00,7.675000000000001,57.0
